,MOLM-13_DMSO,MOLM-13_JQ1+6nM_NVP-2,MOLM-13_6nM_NVP-2,MOLM-13_60nM_NVP-2,MOLM-13_JQ1
VEGFB,78.0,137.0,57.0,96.5,102.5
VGF,3.0,5.0,1.0,12.5,8.0
VHL,1147.0,1136.0,745.0,1122.0,1148.0
EZR,1894.0,2425.0,2124.0,1735.5,2045.5
VIM,775.0,962.0,515.0,1170.5,1002.5
VLDLR,144.0,97.0,77.0,117.0,121.0
BEST1,3.0,5.0,5.0,12.5,4.0
TRPV1,14.0,4.0,11.0,17.5,15.0
VRK1,705.0,1130.0,587.0,1280.0,1076.0
VRK2,47.0,48.0,24.0,54.0,41.5
WARS1,569.0,840.0,538.0,799.5,820.5
WAS,486.0,757.0,580.0,695.0,733.5
WIPF1,444.0,737.0,458.0,672.0,647.0
EIF4H,494.0,685.0,364.0,1048.5,815.5
CLIP2,18.0,24.0,7.0,19.5,21.5
LAT2,1570.0,2010.0,1467.0,1974.5,2000.0
CORO2A,991.0,633.0,609.0,676.5,683.5
WEE1,91.0,84.0,119.0,80.0,103.0
WFS1,11.0,35.0,4.0,23.0,22.0
NSD2,869.0,1780.0,775.0,1889.5,1638.0
NELFA,539.0,761.0,675.0,808.5,821.0
WNT6,62.0,69.0,27.0,72.0,53.0
WNT7B,77.0,43.0,57.0,26.5,51.5
WNT10B,253.0,275.0,285.0,295.5,267.5
GET1,91.0,150.0,53.0,120.5,126.5
WRN,117.0,136.0,84.0,130.5,138.0
WT1,598.0,791.0,402.0,1011.0,789.0
XBP1,3298.0,4697.0,3252.0,5167.5,4681.5
XK,53.0,97.0,51.0,86.5,77.5
XPA,369.0,244.0,211.0,345.0,282.5
XPC,467.0,425.0,277.0,381.5,425.5
XPNPEP1,766.0,948.0,788.0,848.0,936.5
XPO1,638.0,849.0,672.0,1085.5,861.0
XRCC1,98.0,115.0,123.0,101.0,114.5
XRCC2,158.0,114.0,118.0,122.0,128.5
XRCC3,50.0,90.0,56.0,79.0,76.0
XRCC4,57.0,71.0,85.0,122.0,76.0
XRCC5,4549.0,7672.0,4498.0,7596.0,7355.5
YES1,120.0,51.0,52.0,80.0,53.0
YY1,1073.0,1063.0,759.0,982.5,1100.0
YWHAB,16336.0,16765.0,12864.0,15810.5,17003.0
YWHAE,4174.0,4247.0,2701.0,4144.5,3958.0
YWHAG,1527.0,2157.0,1426.0,2297.0,2163.0
YWHAH,686.0,877.0,699.0,859.5,917.5
YWHAZ,5598.0,8534.0,5347.0,8076.0,7985.0
SF1,1232.0,2074.0,1304.0,1910.5,1821.0
ZFP36,86.0,24.0,26.0,13.0,84.5
ZBTB14,53.0,22.0,20.0,42.0,30.0
ZFPL1,68.0,94.0,57.0,94.5,108.5
ZFX,163.0,200.0,125.0,161.0,156.0
ZFY,46.0,35.0,17.0,38.0,36.0
ZIC2,7.0,5.0,5.0,2.5,6.5
ZNF2,17.0,3.0,5.0,8.5,11.0
ZNF3,246.0,194.0,206.0,113.0,184.5
ZNF7,56.0,93.0,39.0,47.0,56.5
ZNF8,3.0,7.0,2.0,9.0,6.0
CNBP,4040.0,4100.0,3117.0,4193.0,4081.0
ZNF10,18.0,18.0,18.0,14.5,25.5
ZNF12,154.0,74.0,122.0,54.5,102.0
ZNF708,145.0,139.0,65.0,120.0,134.5
ZNF16,353.0,198.0,235.0,160.5,211.5
ZNF17,36.0,22.0,58.0,27.5,36.5
ZNF18,121.0,117.0,124.0,78.5,121.0
ZNF20,19.0,13.0,4.0,1.0,15.5
ZNF182,172.0,157.0,88.0,161.0,164.0
ZNF22,914.0,816.0,562.0,806.5,826.5
ZNF23,47.0,92.0,41.0,57.5,85.5
ZNF24,491.0,448.0,312.0,495.0,455.5
ZNF26,65.0,48.0,47.0,46.0,39.0
ZNF28,22.0,18.0,8.0,18.5,26.5
ZSCAN20,9.0,8.0,2.0,1.0,5.5
ZNF32,119.0,120.0,79.0,118.0,103.5
ZNF33A,579.0,451.0,333.0,497.0,476.5
ZNF33B,167.0,156.0,116.0,190.0,164.0
ZKSCAN1,2413.0,2079.0,1756.0,2097.0,2241.0
ZNF37A,1594.0,1668.0,1357.0,1572.5,1497.5
ZSCAN21,20.0,12.0,14.0,17.0,15.0
ZNF41,5.0,7.0,10.0,7.5,7.0
MZF1,152.0,306.0,182.0,333.0,250.0
ZNF45,64.0,39.0,39.0,38.5,56.0
ZNF69,148.0,122.0,97.0,158.0,125.0
ZNF70,4.0,29.0,13.0,8.0,16.0
ZNF74,63.0,42.0,35.0,65.5,39.5
ZNF75D,59.0,91.0,45.0,98.5,95.5
ZNF75A,109.0,99.0,45.0,80.5,104.5
ZNF76,600.0,576.0,367.0,607.0,643.0
ZNF79,9.0,9.0,12.0,0.0,12.5
ZNF84,88.0,70.0,90.0,57.0,82.5
ZNF222,12.0,1.0,0.0,2.5,4.5
ZNF124,265.0,308.0,285.0,271.5,336.0
ZNF131,277.0,269.0,245.0,285.5,342.0
ZNF133,27.0,21.0,19.0,22.5,20.5
ZNF134,118.0,56.0,91.0,35.5,60.5
ZNF136,90.0,25.0,66.0,28.0,31.5
ZNF138,35.0,23.0,9.0,42.0,26.0
ZNF140,178.0,165.0,119.0,190.5,166.5
ZNF142,138.0,115.0,143.0,137.5,120.0
ZNF143,93.0,131.0,52.0,199.5,142.5
PCGF2,16.0,26.0,21.0,27.0,24.5
ZBTB16,253.0,297.0,234.0,212.0,289.5
ZNF146,546.0,884.0,386.0,1236.0,848.0
TRIM25,1943.0,2843.0,1697.0,2678.5,2837.5
ZNF148,718.0,921.0,641.0,770.5,708.0
ZBTB17,99.0,168.0,136.0,105.5,156.0
ZNF155,14.0,8.0,18.0,11.5,12.5
VEZF1,351.0,337.0,287.0,246.0,348.5
TRIM26,396.0,434.0,419.0,306.5,408.0
ZNF174,23.0,10.0,24.0,11.0,17.0
ZNF175,32.0,20.0,21.0,15.0,18.0
ZNF177,9.0,14.0,15.0,21.0,10.5
ZNF180,106.0,47.0,52.0,63.0,69.5
RNF113A,154.0,181.0,201.0,138.5,188.0
ZNF184,39.0,21.0,15.0,25.5,25.0
ZNF185,602.0,799.0,469.0,661.5,774.5
ZSCAN26,42.0,18.0,30.0,18.5,19.0
ZNF189,31.0,25.0,25.0,37.5,22.5
ZKSCAN8,85.0,89.0,64.0,81.0,102.5
ZSCAN9,91.0,78.0,64.0,71.0,82.5
ZNF195,211.0,160.0,141.0,177.5,169.0
ZMYM2,425.0,758.0,497.0,771.5,731.5
ZNF200,46.0,27.0,35.0,38.5,42.0
ZNF202,34.0,28.0,10.0,41.0,39.5
ZNF205,29.0,27.0,23.0,24.5,26.0
ZNF207,1213.0,1629.0,1161.0,1622.5,1603.0
ZNF213,28.0,31.0,28.0,22.5,30.0
ZNF215,38.0,23.0,16.0,34.5,21.5
ZFAND5,233.0,271.0,225.0,286.5,294.0
ZNF217,162.0,69.0,76.0,90.5,70.0
ZNF224,45.0,53.0,31.0,45.0,49.0
ZNF225,58.0,32.0,43.0,23.5,40.5
ZNF226,82.0,63.0,62.0,82.5,67.5
ZNF227,62.0,60.0,30.0,146.5,68.0
ZNF230,30.0,8.0,28.0,24.5,24.0
ZNF232,29.0,21.0,22.0,19.0,20.0
ZNF236,47.0,20.0,24.0,42.0,36.0
SLC30A1,16.0,9.0,7.0,5.0,17.5
ZYX,578.0,910.0,562.0,854.5,921.0
LUZP1,86.0,132.0,100.0,105.5,119.0
PRDM2,92.0,102.0,78.0,101.5,142.0
PTP4A1,4471.0,5076.0,3883.0,4875.5,5074.5
LRP8,2408.0,2867.0,1906.0,2359.0,2805.0
LAPTM5,5246.0,7527.0,5171.0,6432.0,6295.5
CSDE1,16389.0,17192.0,11897.0,19081.5,17388.5
EVI5,98.0,106.0,90.0,82.5,105.0
DAP3,625.0,1286.0,741.0,1171.5,1051.5
BTG2,36.0,15.0,21.0,2.0,38.0
ALMS1,43.0,46.0,17.0,57.0,51.0
MOGS,293.0,558.0,290.0,474.5,487.0
RNF103,53.0,37.0,36.0,23.5,40.5
TUBA1A,673.0,1267.0,562.0,1504.0,1228.5
CXCR4,2069.0,529.0,1288.0,918.0,639.0
FZD5,134.0,84.0,91.0,84.0,82.5
BRPF1,1024.0,971.0,833.0,695.5,971.0
IFRD2,1248.0,1509.0,1164.0,1315.5,1423.5
MAPKAPK3,784.0,1054.0,869.0,811.5,1023.0
SLMAP,36.0,68.0,32.0,96.0,61.0
MANF,777.0,1444.0,778.0,1522.5,1400.5
USP7,2682.0,3270.0,2623.0,2938.5,2946.0
RAB7A,2356.0,2667.0,1869.0,2910.0,2734.5
SLBP,374.0,486.0,268.0,667.5,520.0
ST8SIA4,206.0,167.0,176.0,211.5,207.0
REEP5,650.0,886.0,485.0,905.5,870.5
DEK,659.0,970.0,520.0,1185.0,1038.0
ALDH5A1,387.0,626.0,360.0,624.5,639.5
PRRC2A,586.0,917.0,580.0,794.0,854.5
BAG6,857.0,1400.0,1069.0,908.0,1271.5
GPANK1,440.0,290.0,319.0,305.0,296.5
DDX39B,693.0,957.0,726.0,1247.5,988.0
ABHD16A,507.0,862.0,497.0,738.0,782.5
SLC39A7,764.0,920.0,763.0,1128.0,959.5
HSD17B8,126.0,138.0,97.0,119.0,119.5
NELFE,719.0,802.0,638.0,748.0,772.0
LST1,844.0,1667.0,1016.0,1783.5,1493.5
TFEB,97.0,148.0,139.0,121.5,151.0
EPM2A,22.0,35.0,20.0,51.0,35.0
AIMP2,1207.0,1920.0,1546.0,1498.0,1670.0
MAFK,273.0,218.0,279.0,237.5,235.5
FZD3,821.0,1018.0,918.0,1000.0,984.0
MTERF1,64.0,26.0,44.0,35.0,33.5
SEM1,706.0,1022.0,630.0,1209.0,1045.0
ST7,64.0,149.0,66.0,123.5,105.0
ZNF212,383.0,319.0,305.0,243.5,328.0
UBXN8,500.0,749.0,435.0,938.5,688.5
KAT6A,1513.0,2114.0,1847.0,1562.0,2078.5
BRD3,3352.0,6226.0,4441.0,4871.0,5497.5
NUP214,509.0,796.0,489.0,643.0,653.5
STAM,49.0,50.0,41.0,54.0,57.5
MLLT10,84.0,59.0,44.0,114.0,88.0
CUBN,0.0,1.0,0.0,2.0,4.0
CCDC6,318.0,494.0,297.0,497.5,500.0
NCOA4,1677.0,2255.0,1631.0,2338.5,2205.0
SLC25A16,33.0,60.0,42.0,53.0,54.0
SHOC2,269.0,353.0,184.0,269.5,335.0
RASSF7,190.0,178.0,165.0,130.5,168.0
PDHX,86.0,101.0,75.0,111.0,102.0
FOSL1,66.0,14.0,28.0,26.5,23.0
CUL5,323.0,397.0,259.0,478.5,345.0
PTP4A2,3113.0,3798.0,2767.0,3693.5,3723.5
USP5,396.0,718.0,469.0,520.5,570.5
MLF2,248.0,273.0,168.0,317.0,292.0
KMT2D,164.0,189.0,119.0,194.5,209.0
AAAS,61.0,58.0,42.0,55.5,65.0
FXR1,642.0,877.0,590.0,891.5,871.0
YEATS4,125.0,168.0,199.0,159.0,148.0
CDK2AP1,108.0,115.0,74.0,130.5,146.0
IFT88,11.0,14.0,2.0,15.5,14.0
PABPN1,3862.0,7351.0,4003.0,8109.5,7278.5
ANP32A,1261.0,1511.0,1006.0,1930.5,1599.0
NPRL3,76.0,146.0,81.0,101.0,120.0
GAN,51.0,24.0,13.0,34.0,33.0
SLC7A5,2061.0,1844.0,1528.0,2214.0,2077.5
TAF15,554.0,915.0,510.0,849.5,823.5
COIL,277.0,193.0,214.0,244.0,218.5
AKAP1,883.0,1179.0,691.0,1024.5,1045.5
SF3A2,325.0,484.0,437.0,365.5,456.5
ELL,324.0,466.0,280.0,425.5,472.5
SYMPK,2360.0,2166.0,1733.0,2596.0,2248.0
MIA,3.0,0.0,0.0,0.5,0.0
CLPP,4147.0,6132.0,4750.0,5506.0,5550.0
MKKS,146.0,152.0,88.0,180.0,158.5
NCOA3,549.0,591.0,551.0,555.0,632.5
NRIP1,3.0,0.0,0.0,3.0,4.0
CHAF1B,118.0,168.0,157.0,116.0,150.5
GATD3A,1005.0,1107.0,976.0,974.5,1090.0
LZTR1,70.0,78.0,46.0,96.0,69.5
CLTCL1,72.0,165.0,116.0,97.5,122.0
ESS2,64.0,59.0,89.0,91.0,80.5
GTPBP6,136.0,221.0,201.0,189.5,200.0
PUDP,167.0,220.0,172.0,247.0,223.0
AKAP17A,255.0,427.0,221.0,677.0,441.5
PNPLA4,7.0,7.0,6.0,19.5,13.0
ZRSR2,188.0,232.0,125.0,162.0,213.0
USP11,648.0,835.0,670.0,658.5,813.0
USP9X,210.0,362.0,193.0,280.5,343.0
RBM10,785.0,1153.0,769.0,917.0,1050.0
KDM5C,138.0,203.0,85.0,243.5,212.0
SMC1A,439.0,544.0,463.0,549.0,497.5
NAA10,148.0,229.0,160.0,184.0,220.0
F8A1,19.0,26.0,16.0,12.5,32.0
UBL4A,530.0,707.0,509.0,705.5,665.0
TMEM187,42.0,63.0,50.0,56.5,48.5
LAGE3,473.0,845.0,557.0,748.0,780.0
SLC10A3,57.0,66.0,48.0,83.0,68.5
KDM5D,55.0,67.0,71.0,66.0,58.5
EPX,197.0,242.0,129.0,238.0,198.5
ARID1A,716.0,962.0,596.0,994.5,989.0
DYSF,111.0,89.0,63.0,112.0,105.0
COLQ,76.0,122.0,85.0,90.5,98.0
SERF1A,65.0,109.0,104.0,106.5,96.0
TRRAP,20.0,30.0,9.0,59.5,29.0
PICALM,847.0,1332.0,794.0,1259.5,1302.0
SNN,59.0,64.0,51.0,66.0,64.0
ACOX3,245.0,302.0,214.0,305.0,297.5
AXIN1,310.0,483.0,336.0,403.0,449.0
AXIN2,0.0,0.0,0.0,1.0,0.0
BAP1,779.0,1088.0,885.0,904.5,983.5
BRAP,246.0,235.0,206.0,201.0,245.0
CDC7,66.0,77.0,63.0,116.5,87.5
CDC45,84.0,237.0,111.0,208.0,226.0
FZD1,9.0,3.0,1.0,4.5,2.5
FZD7,1.0,1.0,0.0,0.5,4.0
FZD8,11.0,1.0,2.0,8.5,8.0
FZD9,37.0,35.0,34.0,27.5,37.0
H2AC14,50.0,12.0,18.0,18.0,9.5
H2AC17,12.0,10.0,0.0,9.0,8.0
H2AC18,17.0,71.0,14.0,23.5,77.5
H2BC21,10.0,41.0,19.0,13.0,67.5
H3C1,3.0,0.0,0.0,0.5,0.0
H3C4,32.0,128.0,17.0,21.0,126.0
H4C11,3.0,11.0,8.0,11.0,7.0
H4C3,10345.0,6674.0,5979.0,6906.5,7721.5
HYAL3,161.0,166.0,152.0,179.5,183.5
MAD1L1,327.0,365.0,260.0,280.5,345.5
PIP5K1A,240.0,414.0,336.0,474.0,397.0
PIP4K2B,96.0,145.0,76.0,184.5,141.5
PLA2G6,4.0,11.0,10.0,8.5,9.5
SLC25A11,1527.0,1906.0,1522.0,1490.5,1574.5
SPOP,2064.0,2893.0,2185.0,2635.5,2523.5
TAGLN2,20987.0,23897.0,17812.0,23394.0,22434.0
ULK1,464.0,750.0,608.0,709.5,756.5
UXT,508.0,792.0,432.0,749.5,772.5
EEA1,35.0,46.0,10.0,76.5,50.0
STX7,229.0,265.0,154.0,287.0,278.0
CMAHP,37.0,23.0,30.0,40.5,23.5
LTBP4,77.0,106.0,81.0,122.0,102.5
ZNF282,100.0,146.0,136.0,103.5,139.0
STK24,607.0,933.0,612.0,935.5,935.0
RECK,25.0,35.0,39.0,61.5,31.5
RAD54L,82.0,137.0,42.0,214.0,120.5
NSMAF,935.0,1778.0,870.0,1612.0,1542.5
NCK2,139.0,222.0,110.0,222.0,233.0
GNPAT,340.0,337.0,219.0,413.5,323.0
DYRK3,0.0,7.0,0.0,1.5,4.5
DYRK2,252.0,154.0,115.0,165.5,146.5
DUSP11,174.0,210.0,145.0,220.0,212.0
DOC2A,18.0,29.0,31.0,23.5,26.0
DHX16,72.0,145.0,73.0,177.0,147.0
CUL4B,956.0,1647.0,1233.0,1286.5,1194.5
CUL4A,597.0,992.0,547.0,1132.0,905.5
CUL3,331.0,459.0,204.0,510.5,456.0
CUL2,67.0,65.0,31.0,114.5,73.5
CUL1,447.0,566.0,357.0,552.0,531.0
ATRN,166.0,294.0,67.0,365.5,299.5
TTF2,230.0,265.0,196.0,286.0,262.0
TPST2,44.0,87.0,41.0,114.0,77.0
TPST1,6.0,13.0,4.0,10.5,9.5
KLF11,173.0,48.0,92.0,37.5,105.5
SUPT3H,57.0,53.0,32.0,57.5,53.5
SMARCA5,246.0,395.0,274.0,528.5,409.5
OGT,282.0,424.0,253.0,583.0,430.5
GPR65,35.0,15.0,31.0,24.5,15.0
HIRIP3,98.0,108.0,130.0,151.0,120.0
RAE1,1655.0,2233.0,1694.0,1846.5,1901.0
OFD1,90.0,114.0,105.0,88.0,107.0
SEMA7A,14.0,8.0,12.0,13.0,9.5
GEMIN2,22.0,54.0,12.0,67.0,52.5
RGS5,36.0,31.0,21.0,25.0,28.5
MAP4K3,7.0,6.0,2.0,5.0,11.0
PRSS12,34.0,21.0,38.0,61.5,25.0
PPM1D,67.0,74.0,66.0,91.0,79.5
PPFIBP2,108.0,179.0,131.0,121.5,150.5
PPFIBP1,79.0,96.0,97.0,126.0,108.0
PPFIA4,55.0,26.0,25.0,44.5,28.0
RANBP3,298.0,418.0,368.0,367.5,387.5
PPFIA1,35.0,65.0,55.0,87.5,65.5
SLC43A1,2413.0,3167.0,2554.0,2915.0,2943.5
PKP4,443.0,717.0,344.0,540.5,634.0
PIK3R3,286.0,448.0,364.0,298.0,367.0
PEX3,53.0,67.0,49.0,85.0,72.0
PARG,66.0,80.0,28.0,88.0,78.5
ENC1,12.0,13.0,2.0,11.0,15.0
NIPSNAP1,238.0,363.0,191.0,321.0,350.5
NDST2,75.0,99.0,80.0,83.5,104.0
KCNAB2,596.0,902.0,584.0,905.5,883.5
ITGA10,1.0,0.0,0.0,3.5,2.0
IKBKG,292.0,659.0,509.0,393.0,499.5
ELP1,138.0,262.0,133.0,295.0,281.5
IFITM1,14.0,21.0,25.0,23.5,27.5
HAT1,204.0,355.0,146.0,435.0,357.0
GAS7,305.0,396.0,308.0,373.0,382.5
DGKZ,2024.0,2252.0,1756.0,2571.0,2490.0
DGKE,457.0,444.0,391.0,446.0,465.5
DGKD,140.0,198.0,102.0,174.5,191.0
CST7,1457.0,1702.0,1396.0,1463.5,1612.5
YBX3,5515.0,8794.0,5224.0,8349.0,8206.0
COPS3,2003.0,3256.0,2240.0,2382.0,2443.5
CBX4,321.0,196.0,225.0,175.0,223.0
CAMK1,139.0,258.0,197.0,214.0,209.5
API5,259.0,530.0,242.0,543.0,518.0
AGPS,208.0,357.0,283.0,382.0,377.5
PPFIA3,45.0,69.0,61.0,39.0,61.0
APOL1,9.0,10.0,12.0,12.5,10.0
LMO4,1452.0,1775.0,1134.0,1744.5,1714.0
PIR,29.0,23.0,14.0,20.0,32.0
CGGBP1,254.0,299.0,200.0,266.5,293.0
AP3B1,51.0,121.0,33.0,150.5,130.5
BLZF1,102.0,63.0,45.0,104.5,63.0
MAPKAPK5,132.0,206.0,105.0,191.5,188.0
INE1,3.0,1.0,0.0,0.0,1.0
BHLHE40,56.0,12.0,44.0,26.5,11.0
PIAS1,463.0,376.0,318.0,396.0,413.5
CDC14A,29.0,39.0,32.0,41.5,28.5
TCAP,8.0,10.0,4.0,9.5,4.0
CDK10,234.0,572.0,417.0,522.5,534.5
PRPF18,82.0,92.0,50.0,99.0,89.5
DEGS1,98.0,120.0,59.0,90.5,114.5
DENR,470.0,711.0,484.0,738.0,621.5
THOC5,266.0,413.0,299.0,367.5,416.5
YARS1,781.0,899.0,740.0,878.5,836.5
PDXK,1228.0,1865.0,1405.0,1535.5,1616.0
MADD,315.0,630.0,363.0,464.0,525.0
RRP1,484.0,588.0,515.0,505.5,483.0
MKNK1,298.0,423.0,336.0,427.0,405.5
KHSRP,15431.0,22810.0,17035.0,17244.5,19472.5
CASK,4.0,1.0,0.0,11.0,3.5
AKR7A2,1099.0,1514.0,1212.0,1140.0,1232.5
PRKRA,186.0,234.0,136.0,208.5,217.5
STK16,475.0,533.0,505.0,447.5,500.0
SCARF1,0.0,1.0,0.0,8.5,4.0
NOP14,1417.0,2197.0,1563.0,1824.5,1836.5
FAM193A,127.0,169.0,81.0,117.0,139.0
SLC25A12,78.0,99.0,75.0,138.5,105.0
PLA2G4C,5.0,7.0,3.0,8.5,5.5
RUVBL1,542.0,1324.0,647.0,1156.5,1056.0
KLF7,118.0,108.0,77.0,157.0,118.0
PLPP1,4.0,0.0,1.0,5.0,3.0
STC2,47.0,74.0,50.0,63.5,46.0
USO1,128.0,183.0,87.0,215.5,187.5
NPFF,15.0,43.0,20.0,22.5,26.0
CDK13,142.0,177.0,93.0,149.5,170.0
ASMTL,93.0,130.0,92.0,92.5,119.5
PSMG1,625.0,785.0,460.0,944.5,786.0
RFXANK,633.0,705.0,576.0,794.5,743.5
JRK,415.0,300.0,262.0,277.5,299.0
UNC5C,8.0,12.0,1.0,7.0,9.5
RTCA,303.0,303.0,211.0,356.5,307.0
RNASET2,1287.0,1670.0,1123.0,1628.5,1723.0
SSNA1,643.0,907.0,703.0,919.0,871.5
EIF4EBP3,388.0,392.0,374.0,381.5,410.5
OASL,25.0,14.0,11.0,12.5,12.5
PCDHGB4,54.0,90.0,41.0,97.0,97.0
PTCH2,9.0,13.0,6.0,6.0,15.0
KCNK5,77.0,60.0,72.0,80.5,72.5
NCOA1,6.0,12.0,9.0,23.5,15.0
LAMTOR3,47.0,64.0,31.0,68.5,62.5
NUMB,183.0,379.0,152.0,353.0,342.0
SOCS1,182.0,36.0,55.0,45.0,67.0
DDX3Y,598.0,534.0,417.0,599.5,539.0
DYNLL1,2130.0,3713.0,2209.0,3387.5,3699.0
TNKS,132.0,223.0,81.0,236.5,232.5
ALDH4A1,407.0,465.0,340.0,457.0,444.0
IRS2,1987.0,1900.0,1508.0,2706.0,1945.5
EIF3A,966.0,1025.0,607.0,1423.0,1145.5
EIF3B,3162.0,3459.0,2746.0,3298.0,3481.5
EIF3C,1465.0,2142.0,1909.0,1473.5,1844.5
EIF3D,8817.0,11157.0,9537.0,9094.5,10012.5
EIF3F,2873.0,3439.0,2562.0,3307.5,3361.5
EIF3G,1674.0,1713.0,1418.0,1495.0,1733.5
EIF3H,2610.0,4183.0,2596.0,4444.5,4045.5
EIF3I,1479.0,1549.0,985.0,1370.0,1534.5
EIF3J,764.0,1349.0,629.0,1480.0,1345.0
EIF4G3,392.0,441.0,169.0,550.0,464.5
VAMP8,10071.0,12446.0,10191.0,10945.0,11287.5
VAMP4,57.0,58.0,36.0,68.5,52.5
STX16,358.0,760.0,413.0,788.5,590.0
STX11,18.0,24.0,20.0,25.0,15.5
STX10,1554.0,2434.0,2050.0,2050.5,2144.5
BECN1,604.0,711.0,545.0,741.0,745.5
JMJD7-PLA2G4B,31.0,36.0,48.0,26.0,30.0
PEA15,973.0,1284.0,1204.0,1104.0,1197.0
SRSF9,2237.0,3174.0,2063.0,3293.0,3198.5
JRKL,3.0,3.0,0.0,1.5,4.0
HYAL2,61.0,89.0,47.0,82.0,89.5
GALNT4,82.0,57.0,77.0,42.0,50.0
DGAT1,1112.0,2050.0,1503.0,1578.0,1698.0
CDC23,165.0,256.0,179.0,192.5,182.5
S1PR4,2165.0,2236.0,1893.0,1939.5,2145.0
B4GALT4,46.0,42.0,15.0,88.5,49.0
B4GALT3,476.0,534.0,479.0,544.0,524.0
B4GALT2,1567.0,1978.0,1581.0,1790.0,1795.0
B3GALT4,7.0,3.0,1.0,1.5,2.5
TRADD,66.0,118.0,74.0,97.5,101.0
MBTPS1,235.0,336.0,201.0,375.5,333.5
EDF1,1049.0,1529.0,1211.0,1310.0,1400.5
SNX4,314.0,397.0,215.0,392.5,358.0
SNX3,184.0,332.0,112.0,681.5,397.5
URI1,189.0,338.0,126.0,424.0,336.5
EED,279.0,465.0,238.0,547.5,423.0
CTNNAL1,40.0,103.0,25.0,118.5,107.5
GBF1,703.0,770.0,573.0,631.0,761.0
RNMT,365.0,460.0,375.0,519.5,478.0
RNGTT,637.0,796.0,578.0,769.5,744.0
GPAA1,1956.0,2743.0,2332.0,2214.0,2515.0
RIPK1,206.0,318.0,150.0,370.5,353.0
CRADD,83.0,42.0,51.0,74.0,48.0
TNFSF14,65.0,20.0,49.0,28.5,24.0
TNFSF13,993.0,1158.0,1267.0,1113.0,1119.5
TNFSF10,224.0,146.0,155.0,130.5,149.0
TNFSF9,82.0,39.0,77.0,32.5,118.5
ADAM15,2295.0,2856.0,2470.0,2928.0,2717.0
ADAM9,52.0,48.0,45.0,121.0,57.5
CDS2,106.0,166.0,78.0,169.0,166.5
PABPC4,614.0,1178.0,340.0,1556.0,1182.5
CD164,399.0,643.0,367.0,766.5,594.5
TNFRSF14,65.0,90.0,56.0,76.0,95.5
RAB11A,473.0,762.0,521.0,823.0,761.5
RIPK2,93.0,87.0,74.0,103.5,86.5
TNFRSF6B,65.0,163.0,86.0,108.5,108.0
FADD,333.0,323.0,255.0,269.5,327.5
SNAP23,115.0,171.0,126.0,180.5,170.5
NAPG,130.0,146.0,109.0,216.5,142.0
NAPA,338.0,415.0,263.0,392.5,421.0
MTMR1,93.0,173.0,90.0,197.5,169.0
RIOK3,424.0,455.0,365.0,474.5,408.5
MATN4,47.0,18.0,35.0,6.5,20.5
FPGT,52.0,44.0,57.0,83.5,43.5
TNFRSF10D,249.0,273.0,230.0,324.0,294.5
TNFRSF10B,321.0,436.0,314.0,534.0,445.0
TNFRSF10A,68.0,74.0,51.0,82.5,62.0
DYRK4,58.0,62.0,46.0,90.5,64.0
PEX11B,98.0,105.0,84.0,104.5,103.0
PEX11A,61.0,61.0,33.0,58.0,53.5
SUCLG2,777.0,1183.0,538.0,1252.5,1141.5
SUCLG1,290.0,442.0,311.0,364.0,377.5
SUCLA2,53.0,53.0,21.0,80.5,51.0
CREG1,62.0,93.0,37.0,139.0,110.5
TRIM24,283.0,298.0,169.0,226.0,280.5
CCNK,368.0,539.0,340.0,621.0,557.5
DPM1,285.0,378.0,195.0,399.0,357.0
CDKL1,15.0,2.0,10.0,6.5,2.0
BANF1,474.0,564.0,387.0,583.0,562.0
DCAF5,132.0,192.0,126.0,256.0,202.0
DPM2,196.0,269.0,161.0,245.0,243.5
SAP30,19.0,41.0,3.0,79.5,42.5
CES2,702.0,702.0,583.0,713.0,744.0
LIN7A,56.0,66.0,43.0,85.5,62.5
IQGAP1,717.0,1012.0,683.0,888.5,904.5
NRP1,7.0,1.0,3.0,13.5,1.5
SYNGAP1,51.0,32.0,32.0,67.5,34.5
CD84,707.0,441.0,367.0,452.5,431.5
GMPS,32.0,41.0,31.0,43.5,44.5
TMEM11,1702.0,1887.0,1781.0,1418.0,1873.0
SOCS2,384.0,403.0,262.0,376.0,414.5
GGH,608.0,1138.0,510.0,1428.5,1166.5
CFLAR,1360.0,1271.0,1027.0,1103.0,1247.0
HDAC3,2859.0,4337.0,3085.0,3868.0,3965.0
KSR1,24.0,11.0,11.0,14.5,10.5
ALKBH1,17.0,30.0,16.0,22.5,16.5
DLEU2,147.0,84.0,106.0,82.0,89.5
TSC22D1,33.0,40.0,26.0,19.0,36.5
KAT2B,4.0,4.0,7.0,18.0,5.0
CDK5R1,129.0,68.0,76.0,51.0,76.5
STK19,682.0,731.0,669.0,810.5,728.0
LDB1,24.0,20.0,9.0,39.5,20.0
PER3,45.0,46.0,34.0,74.5,47.0
PER2,46.0,82.0,80.0,104.5,96.0
SYNJ1,9.0,19.0,19.0,25.5,21.5
IER3,1356.0,520.0,823.0,218.5,722.5
SYNJ2,609.0,412.0,505.0,493.5,443.5
CDC123,2338.0,3357.0,1782.0,3833.5,3410.0
ARHGEF7,161.0,187.0,172.0,153.0,192.0
SPHK1,189.0,226.0,208.0,163.5,217.0
